Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Action_Bound_Loss        Adv_Mean                 Adv_Std                  
500                      0.3884707835647795       2052096                  150.6942548522576        1000.0                   32                       141.1842803955078        1000.0003051757812       204                      72.58922576904297        -0.017201539129018784    4.1280150071543176e-06   -0.03380050137639046     4.181612014770508        
550                      0.42634844885932077      2256896                  155.9234822146043        1000.0                   32                       150.5137939453125        1000.0003051757812       204                      69.71824645996094        0.036225758492946625     9.145411240751855e-06    -0.05090535059571266     4.394955158233643        
600                      0.4709385236104329       2461696                  176.9737307688606        1000.0                   32                       158.40602111816406       1000.0003051757812       204                      98.52823638916016        -0.00014116417150944471  0.00015915451513137668   1.108858346939087        4.808060646057129        
650                      0.5162228519386716       2666496                  182.69564883848608       1000.0                   32                       167.3762664794922        1000.0003051757812       204                      72.26375579833984        -0.004962114151567221    8.413935574935749e-05    -0.772049069404602       4.487961769104004        
700                      0.5606431905428568       2871296                  179.00751374562324       1000.0                   32                       177.1371307373047        1000.0003051757812       204                      85.51485443115234        -0.017461853101849556    2.755099740170408e-05    0.2186669260263443       4.786111354827881        
750                      0.6046927777263853       3076096                  180.6963880984367        1000.0                   32                       177.7116241455078        1000.0003051757812       204                      115.02312469482422       0.020110050216317177     2.7747566491598263e-05   1.3669493198394775       5.289018154144287        
800                      0.647330969174703        3280896                  183.56630328411438       1000.0                   32                       178.23675537109375       1000.0003051757812       204                      84.71269226074219        -0.024095725268125534    3.1209030566969886e-05   0.2438776195049286       4.374407768249512        
850                      0.6887955805328158       3485696                  169.18913803823213       1000.0                   32                       174.649169921875         1000.0003051757812       204                      74.80850219726562        0.029340941458940506     0.0015836419770494103    0.23935069143772125      4.624831199645996        
900                      0.7297402399778367       3690496                  194.48900396309455       1000.0                   32                       168.12176513671875       1000.0003051757812       204                      82.66488647460938        -0.03845667093992233     7.810757961124182e-05    0.3568136990070343       4.416628360748291        
950                      0.775088480313619        3895296                  206.10316478383606       1000.0                   32                       200.40625                1000.0003051757812       204                      97.81143188476562        0.012461421079933643     7.26462749298662e-05     -0.0683021992444992      5.012526512145996        
1000                     0.8185968508323034       4100096                  197.85622569696716       1000.0                   32                       178.50534057617188       1000.0003051757812       204                      121.17754364013672       0.024795789271593094     3.566727173165418e-05    0.1692303717136383       6.0591511726379395       
1050                     0.8591960624853769       4304896                  204.6452701219215        1000.0                   32                       173.5979461669922        1000.0003051757812       204                      116.12306213378906       -0.024898186326026917    0.0003219529171474278    1.0366321802139282       6.161754608154297        
1100                     0.9027616191572613       4509696                  217.43835036440447       1000.0                   32                       199.49380493164062       1000.0003051757812       204                      132.73582458496094       -0.005952008068561554    1.4727042980666738e-05   0.2631742060184479       5.410099029541016        
1150                     0.9424795216321945       4714496                  205.73957096357958       1000.0                   32                       201.761962890625         1000.0003051757812       204                      103.9280014038086        0.04205372557044029      0.00024964005569927394   -2.310110092163086       5.3462347984313965       
1200                     0.9867817991309695       4919296                  243.10855465246914       1000.0                   32                       201.0228729248047        1000.0003051757812       204                      145.32785034179688       0.005542935337871313     0.0004976830678060651    -1.7252063751220703      5.874281406402588        
1250                     1.0275254624419743       5124096                  231.25630046878624       1000.0                   32                       216.67051696777344       1000.0003051757812       204                      139.18699645996094       -0.02960614114999771     3.042893877136521e-05    -0.6454228758811951      5.93583345413208         
1300                     1.0706145469347637       5328896                  200.87930929650213       1000.0                   32                       212.9967803955078        1000.0003051757812       204                      109.33019256591797       0.001180346473120153     7.336330440921301e-07    -0.9473729133605957      5.025440216064453        
1350                     1.1123993352386687       5533696                  234.63064456751          1000.0                   32                       212.09814453125          1000.0003051757812       204                      153.01170349121094       0.01547847781330347      0.00027113279793411493   -0.7297323346138         5.835545539855957        
1400                     1.1522657644086414       5738496                  238.40391577690843       1000.0                   32                       220.66641235351562       1000.0003051757812       204                      168.14163208007812       0.024878371506929398     4.8412333853775635e-05   1.467660903930664        6.214494705200195        
1450                     1.195800358586841        5943296                  222.72124247726828       1000.0                   32                       227.60296630859375       1000.0003051757812       204                      186.81759643554688       -0.0013748190831393003   0.00017484670388512313   2.307152032852173        6.624449253082275        
1500                     1.2381738541523615       6148096                  237.85951378059366       1000.0                   32                       211.14401245117188       1000.0003051757812       204                      99.01126098632812        0.011711119674146175     4.600428292178549e-05    -1.6061564683914185      4.622028350830078        
1550                     1.2785943130652109       6352896                  214.50098070688463       1000.0                   32                       215.6923370361328        1000.0003051757812       204                      122.56877136230469       0.030615730211138725     7.500755600631237e-05    -2.5571656227111816      5.435341835021973        
1600                     1.3202538441287146       6557696                  217.91255073025806       1000.0                   32                       211.54823303222656       1000.0003051757812       204                      90.4842300415039         0.04344762861728668      0.00021844985894858837   -0.30746692419052124     5.101814270019531        
1650                     1.3631917297177845       6762496                  269.18952342400564       1000.0                   32                       240.3402099609375        1000.0003051757812       204                      158.6884765625           -0.022847268730401993    2.904672328440938e-06    -0.31634992361068726     6.065724849700928        
1700                     1.4032408741447662       6967296                  244.4659676239093        1000.0                   32                       231.17373657226562       1000.0003051757812       204                      171.34231567382812       -0.02086823061108589     0.00017909287998918444   -1.6256225109100342      6.577497482299805        
1750                     1.4475799313518736       7172096                  282.5232250201243        1000.0                   32                       259.9575500488281        1000.0003051757812       204                      186.81434631347656       0.03501199185848236      0.0002484609140083194    1.1201081275939941       6.481112003326416        
1800                     1.49187557776769         7376896                  253.27028369741447       1000.0                   32                       234.3006134033203        1000.0003051757812       204                      160.62637329101562       -0.029994338750839233    0.00018077855929732323   0.03801502659916878      5.891946792602539        
1850                     1.5346768580542671       7581696                  262.75145305671595       1000.0                   32                       241.85256958007812       1000.0003051757812       204                      150.6298828125           0.03998848795890808      0.00019865487411152571   1.6696560382843018       5.652642726898193        
1900                     1.5788505585988362       7786496                  305.2509511055475        1000.0                   32                       259.8544616699219        1000.0003051757812       204                      229.820556640625         -0.005576359573751688    0.00037088204408064485   -0.7300500273704529      7.746197700500488        
1950                     1.6186932524707582       7991296                  251.61998359606508       1000.0                   32                       236.92042541503906       1000.0003051757812       204                      189.55621337890625       -0.017290430143475533    5.0383241614326835e-05   -1.682194709777832       6.6177263259887695       
2000                     1.6576024525033104       8196096                  228.07507724711766       1000.0                   32                       239.73146057128906       1000.0003051757812       204                      179.84075927734375       0.00943952426314354      1.0347384886699729e-05   1.516955018043518        6.254477500915527        
2050                     1.6999308133125306       8400896                  257.143931090868         1000.0                   32                       241.59524536132812       1000.0003051757812       204                      205.7721710205078        -0.00548138190060854     0.00017474858032073826   0.2475571483373642       6.554364204406738        
2100                     1.7422486893998252       8605696                  238.3012559320791        1000.0                   32                       243.1017303466797        1000.0003051757812       204                      179.31651306152344       0.057734910398721695     5.72243588976562e-05     1.1787654161453247       6.230558395385742        
2150                     1.7796311077806686       8810496                  264.8570698453641        1000.0                   32                       258.9748229980469        1000.0003051757812       204                      183.43344116210938       -0.0150861581787467      7.175734936026856e-06    -0.6229813694953918      6.319632530212402        
2200                     1.8159500785668692       9015296                  249.32786710569178       1000.0                   32                       257.77935791015625       1000.0003051757812       204                      160.8725128173828        0.06741829216480255      4.549911864160094e-06    -1.2651203870773315      5.896100997924805        
2250                     1.853451360795233        9220096                  273.04136820842746       1000.0                   32                       253.26161193847656       1000.0003051757812       204                      198.10800170898438       0.0028834473341703415    0.00010360033775214106   0.8797410726547241       6.578619003295898        
2300                     1.8877304871877034       9424896                  304.24255086786525       1000.0                   32                       288.9751892089844        1000.0003051757812       204                      261.7378234863281        0.04833377152681351      0.0003017823619302362    -1.6083362102508545      8.103320121765137        
2350                     1.9243702722258038       9629696                  290.67407129850795       1000.0                   32                       288.8987121582031        1000.0003051757812       204                      185.83258056640625       0.018427398055791855     8.129507477860898e-05    0.3825511336326599       6.575124263763428        
2400                     1.9631373405456543       9834496                  288.5200897661224        1000.0                   32                       280.1314392089844        1000.0003051757812       204                      245.20089721679688       0.02544335275888443      8.049349708016962e-05    -1.538387417793274       7.412098407745361        
2450                     2.0002560347318648       10039296                 267.1720587287532        1000.0                   32                       245.79721069335938       1000.0003051757812       204                      163.524169921875         0.005494640674442053     0.00012521064491011202   1.9735957384109497       5.8358893394470215       
2500                     2.039944185813268        10244096                 282.3948500203036        1000.0                   32                       259.6488952636719        1000.0003051757812       204                      264.4703369140625        0.006500937044620514     1.9318620616104454e-05   -2.0375969409942627      7.576066970825195        
2550                     2.086360698011186        10448896                 274.22075906287944       1000.0                   32                       282.12860107421875       1000.0003051757812       204                      236.01780700683594       -0.005850875750184059    0.0006394373485818505    1.1715112924575806       7.107688903808594        
2600                     2.1266587911049526       10653696                 283.51160271295737       1000.0                   32                       275.55841064453125       1000.0003051757812       204                      228.50856018066406       -0.0036437585949897766   0.0002309830451849848    -1.076351523399353       7.132784366607666        
2650                     2.1684007771809894       10858496                 285.27883035155196       1000.0                   32                       280.83612060546875       1000.0003051757812       204                      303.4770812988281        0.008520142175257206     0.0008532052743248641    -0.5729890465736389      7.871548175811768        
2700                     2.209641868273417        11063296                 310.7719159197186        1000.0                   32                       277.66046142578125       1000.0003051757812       204                      241.12564086914062       0.009543119929730892     8.558420176996151e-07    0.3605026304721832       6.924839973449707        
2750                     2.2533711655272377       11268096                 343.5003182730669        1000.0                   32                       309.9347839355469        1000.0003051757812       204                      243.7056427001953        -0.021624555811285973    3.340583498356864e-05    -1.8852972984313965      7.456451416015625        
2800                     2.2935770219564438       11472896                 347.2075779543143        1000.0                   32                       286.5660095214844        1000.0003051757812       204                      291.3314514160156        -0.009920378215610981    0.0002799922367557883    -0.3357268273830414      7.8506927490234375       
2850                     2.3356288686063555       11677696                 300.058482020906         1000.0                   32                       274.74261474609375       1000.0003051757812       204                      210.12428283691406       -0.016070572659373283    4.0219990893319846e-08   0.218647301197052        6.925508499145508        
2900                     2.375857945813073        11882496                 292.95153207961266       1000.0                   32                       267.26788330078125       1000.0003051757812       204                      208.51351928710938       0.005994188133627176     2.171911546611227e-06    1.0341898202896118       6.4659576416015625       
2950                     2.4161403727531434       12087296                 320.4301291017173        1000.0                   32                       284.1696472167969        1000.0003051757812       204                      225.9092254638672        -0.03173204883933067     0.00025354375247843564   0.5494243502616882       6.850340843200684        
3000                     2.4606089086002774       12292096                 279.6398124018915        1000.0                   32                       260.8016662597656        1000.0003051757812       204                      198.9922637939453        0.03502635657787323      9.389534170622937e-06    0.762204110622406        6.591793537139893        
3050                     2.5018141671684053       12496896                 316.349587210967         1000.0                   32                       274.0787048339844        1000.0003051757812       204                      218.75497436523438       -0.003912620712071657    6.891740667924751e-06    0.36696359515190125      6.781466007232666        
3100                     2.544336499704255        12701696                 329.297324304094         1000.0                   32                       310.1841735839844        1000.0003051757812       204                      266.2469787597656        -0.020174656063318253    1.2889750905742403e-05   0.9488670825958252       7.322117328643799        
3150                     2.584637101623747        12906496                 290.0758742072603        1000.0                   32                       315.812255859375         1000.0003051757812       204                      385.0052490234375        0.03273170813918114      0.0019302057335153222    1.7871394157409668       8.920366287231445        
3200                     2.6244523247083027       13111296                 306.7827930265976        1000.0                   32                       297.04901123046875       1000.0003051757812       204                      255.71853637695312       -0.006113791838288307    0.00024217626196332276   -3.119004726409912       7.605070114135742        
3250                     2.663520877758662        13316096                 342.2772462820576        1000.0                   32                       298.7052917480469        1000.0003051757812       204                      278.6758117675781        0.021259857341647148     0.00014520983677357435   -0.14585906267166138     7.768716335296631        
3300                     2.703648111621539        13520896                 340.91326245542143       1000.0                   32                       318.7630615234375        1000.0003051757812       204                      277.43853759765625       0.028313908725976944     6.496265541500179e-06    -1.8534059524536133      7.620005130767822        
3350                     2.7415033321910434       13725696                 315.2471819298544        1000.0                   32                       307.8399658203125        1000.0003051757812       204                      226.04954528808594       0.007540147285908461     2.718633368203882e-06    1.841315507888794        6.954580307006836        
3400                     2.7823446851968767       13930496                 307.237215539064         1000.0                   32                       288.73486328125          1000.0003051757812       204                      270.0030517578125        -0.008875877596437931    5.305039303493686e-05    1.6099841594696045       7.599829196929932        
3450                     2.8193353230423397       14135296                 311.04767047114376       1000.0                   32                       295.2181091308594        1000.0003051757812       204                      299.6118469238281        -0.041643176227808       0.00011282245395705104   2.071437120437622        7.927096843719482        
3500                     2.8560678527090286       14340096                 265.94507773064606       1000.0                   32                       276.8766174316406        1000.0003051757812       204                      213.9720001220703        -0.0007349161896854639   0.00011391446605557576   -0.18604959547519684     6.832329273223877        
3550                     2.9042846433321636       14544896                 301.8824500784226        1000.0                   32                       263.2525634765625        1000.0003051757812       204                      250.7181854248047        -0.01269320398569107     5.760559361078776e-06    -0.6522892713546753      7.859255313873291        
3600                     2.946900319125917        14749696                 324.4130372970576        1000.0                   32                       302.10003662109375       1000.0003051757812       204                      247.01828002929688       -0.0338112972676754      3.838386692223139e-05    0.23793667554855347      7.350881099700928        
3650                     2.986441346340709        14954496                 296.1759088284498        1000.0                   32                       297.55792236328125       1000.0003051757812       204                      255.41256713867188       -0.0055322288535535336   0.00017183515592478216   -1.722901463508606       7.559532642364502        
3700                     3.0225896169079673       15159296                 254.84614091009644       1000.0                   32                       257.0926513671875        1000.0003051757812       204                      184.15638732910156       0.00627495814114809      0.0005066942539997399    -0.2004164457321167      6.576971054077148        
3750                     3.0604420982466802       15364096                 259.7275177608092        1000.0                   32                       245.58474731445312       1000.0003051757812       204                      143.94195556640625       0.017673403024673462     3.014797812284087e-06    -0.16286467015743256     5.4227294921875          
3800                     3.0942347347074084       15568896                 322.39294647352835       1000.0                   32                       292.12060546875          1000.0003051757812       204                      257.3422546386719        -0.00962216965854168     1.6491410860908218e-05   -0.6102712750434875      7.23829460144043         
3850                     3.1276093296872247       15773696                 293.04817006702604       1000.0                   32                       289.74957275390625       1000.0003051757812       204                      181.97781372070312       0.05122175067663193      4.284813621779904e-05    0.268587589263916        6.745111465454102        
3900                     3.1621472591824          15978496                 362.5938846267745        1000.0                   32                       315.681884765625         1000.0003051757812       204                      259.91351318359375       -0.025298725813627243    0.0001648170582484454    -0.2983124554157257      7.5257110595703125       
3950                     3.201973554690679        16183296                 350.7514982665316        1000.0                   32                       323.7076110839844        1000.0003051757812       204                      283.0899963378906        0.03129398077726364      2.9710661692661233e-05   1.808601975440979        7.504297733306885        
4000                     3.2360515869326063       16388096                 322.97116864880263       1000.0                   32                       325.56866455078125       1000.0003051757812       204                      281.89288330078125       -0.0051308185793459415   3.6991173146816436e-06   0.4076683819293976       7.710840225219727        
4050                     3.2742661649650997       16592896                 320.3867219130684        1000.0                   32                       285.0521545410156        1000.0003051757812       204                      259.18115234375          -0.0022906591184437275   0.00011239723971812055   0.5351852774620056       7.355382442474365        
4100                     3.315156019396252        16797696                 306.91977175630564       1000.0                   32                       290.2056884765625        1000.0003051757812       204                      222.00067138671875       0.026862017810344696     4.894820449408144e-06    0.025637894868850708     6.773553848266602        
4150                     3.352240067190594        17002496                 200.4804134751306        1000.0                   32                       261.80450439453125       1000.0003051757812       204                      210.4656524658203        -0.033297814428806305    4.8137535486603156e-05   -3.2504501342773438      7.3870439529418945       
4200                     3.385695196919971        17207296                 308.84258507909556       1000.0                   32                       256.267578125            1000.0003051757812       204                      169.85829162597656       -0.004657297860831022    2.361792667215923e-06    0.4248664081096649       5.87091588973999         
4250                     3.420268010497093        17412096                 308.8720119052159        1000.0                   32                       285.2547607421875        1000.0003051757812       204                      209.28607177734375       0.0035953319165855646    2.0871068500127876e-06   0.44328445196151733      6.819890975952148        
4300                     3.4560565710730025       17616896                 321.3191733659213        1000.0                   32                       300.5462646484375        1000.0003051757812       204                      276.1484069824219        0.02440156415104866      2.429770574963186e-05    0.7241476774215698       7.721126556396484        
4350                     3.4954309799936083       17821696                 272.8941892815637        1000.0                   32                       279.4084777832031        1000.0003051757812       204                      233.95758056640625       0.0075086564756929874    2.6044845071737655e-05   -0.42310476303100586     7.1923828125             
4400                     3.5407774253023994       18026496                 294.15353558030847       1000.0                   32                       282.1658935546875        1000.0003051757812       204                      186.43345642089844       0.02099892497062683      0.00012094897829229012   -0.23799434304237366     6.455888748168945        
4450                     3.5789207433329686       18231296                 351.9022021197725        1000.0                   32                       304.3252868652344        1000.0003051757812       204                      315.9043884277344        0.021711114794015884     8.382312807952985e-05    2.680534601211548        8.043498992919922        
4500                     3.6108481266763475       18436096                 336.77133168568844       1000.0                   32                       312.304443359375         1000.0003051757812       204                      324.1106262207031        0.013313880190253258     1.4646777344751172e-05   0.43929868936538696      8.047052383422852        
4550                     3.647408520248201        18640896                 381.1440170492133        1000.0                   32                       323.2052917480469        1000.0003051757812       204                      314.60430908203125       -0.07254043221473694     3.4541095374152064e-05   0.19157983362674713      7.99233865737915         
4600                     3.6869410994317797       18845696                 370.4390110041859        1000.0                   32                       355.0945739746094        1000.0003051757812       204                      324.75628662109375       0.04293261468410492      2.2606471247854643e-05   -1.7230666875839233      8.243617057800293        
4650                     3.7255000327693093       19050496                 342.39740748848044       1000.0                   32                       340.66168212890625       1000.0003051757812       204                      268.4879150390625        -0.05136473476886749     9.764989954419434e-06    1.3623400926589966       7.5748443603515625       
4700                     3.76004422446092         19255296                 386.85408100351924       1000.0                   32                       355.8603515625           1000.0003051757812       204                      326.8061828613281        0.028268305584788322     1.762144711392466e-05    -0.8427924513816833      8.221056938171387        
4750                     3.7914576363563537       19460096                 385.71556750505033       1000.0                   32                       353.1572570800781        1000.0003051757812       204                      358.6552734375           -0.005636145360767841    2.4406774173257872e-05   -0.31445440649986267     8.724786758422852        
4800                     3.823679261671172        19664896                 369.9811118699581        1000.0                   32                       339.11090087890625       1000.0003051757812       204                      315.92181396484375       -0.0014791589928790927   1.1119350347144064e-05   0.7654097080230713       8.213250160217285        
4850                     3.8562155910995273       19869696                 347.05191741462033       1000.0                   32                       320.47674560546875       1000.0003051757812       204                      353.22772216796875       0.009013630449771881     7.888468098826706e-05    2.042008638381958        8.466113090515137        
4900                     3.890103076365259        20074496                 286.63671898577405       1000.0                   32                       287.66558837890625       1000.0003051757812       204                      271.05938720703125       0.005972627550363541     0.0007337841670960188    0.5130800008773804       7.825870513916016        
4950                     3.9232137677404615       20279296                 352.03355106170056       1000.0                   32                       309.7979431152344        1000.0003051757812       204                      324.03662109375          0.03816213458776474      5.222917388891801e-05    0.10576238483190536      8.388907432556152        
5000                     3.977432965570026        20484096                 352.29706262881336       1000.0                   32                       324.0322265625           1000.0003051757812       204                      293.545166015625         -0.02817634865641594     2.680846955627203e-05    -0.2719109356403351      7.671139717102051        
5050                     4.012135390506851        20688896                 354.47383488804917       1000.0                   32                       344.0918884277344        1000.0003051757812       204                      324.49603271484375       0.06912126392126083      7.237381851155078e-06    -0.5369910001754761      8.137495994567871        
5100                     4.043684844440884        20893696                 321.16467105787706       1000.0                   32                       316.0343322753906        1000.0003051757812       204                      242.11497497558594       0.007316914387047291     3.6259982607589336e-06   0.7547122240066528       7.147009372711182        
5150                     4.082387573851479        21098496                 336.7989196889139        1000.0                   32                       306.9709167480469        1000.0003051757812       204                      299.3792724609375        -0.012431347742676735    0.00023841758957132697   1.9517394304275513       8.192290306091309        
5200                     4.13640799469418         21303296                 323.83530240871187       1000.0                   32                       331.41650390625          1000.0003051757812       204                      240.6572265625           -0.04085394740104675     1.1838121281471103e-05   0.6037009954452515       7.110816478729248        
5250                     4.178620163334741        21508096                 411.88358712177205       1000.0                   32                       358.9949951171875        1000.0003051757812       204                      471.39996337890625       0.08148790150880814      0.00011304618965368718   1.4318883419036865       10.027833938598633       
5300                     4.2102322691679          21712896                 411.5555771068757        1000.0                   32                       342.6737976074219        1000.0003051757812       204                      400.26617431640625       0.02277088351547718      0.0002040132094407454    -1.05897057056427        9.245280265808105        
5350                     4.242166580292913        21917696                 345.88335097865547       1000.0                   32                       319.70111083984375       1000.0003051757812       204                      262.800537109375         -0.0010274301748722792   1.7003085304168053e-05   1.1936839818954468       7.347424030303955        
5400                     4.274468750225173        22122496                 406.3328333158079        1000.0                   32                       357.80767822265625       1000.0003051757812       204                      409.9688415527344        -0.008671334013342857    3.9934391679707915e-05   -1.5498108863830566      9.414474487304688        
5450                     4.307388624151548        22327296                 375.7674289846327        1000.0                   32                       359.9352111816406        1000.0003051757812       204                      278.09783935546875       -0.002330898540094495    3.937377914553508e-05    -2.7575795650482178      7.662811756134033        
5500                     4.345310299462742        22532096                 374.7299175116186        1000.0                   32                       334.249267578125         1000.0003051757812       204                      264.5934753417969        -0.0022802604362368584   5.499933467945084e-05    -0.3435920178890228      7.564671993255615        
5550                     4.394717667169041        22736896                 314.45373131152564       1000.0                   32                       301.2525634765625        1000.0003051757812       204                      229.0053253173828        0.04150668904185295      0.00011675762652885169   0.6010880470275879       6.782001495361328        
5600                     4.4380583899550965       22941696                 341.553102959052         1000.0                   32                       313.7592468261719        1000.0003051757812       204                      281.6103210449219        -0.026228664442896843    7.589583401568234e-05    -0.9325674772262573      7.656755447387695        
5650                     4.483394282725122        23146496                 380.1154828052586        1000.0                   32                       340.386474609375         1000.0003051757812       204                      344.1543273925781        0.006189593113958836     0.0002484042779542506    2.8631272315979004       8.542562484741211        
5700                     4.520389151904318        23351296                 400.16294185470224       1000.0                   32                       353.9309997558594        1000.0003051757812       204                      360.1347961425781        -0.005603866185992956    4.8017187509685755e-05   1.4616762399673462       8.487646102905273        
5750                     4.553236812419361        23556096                 362.5512061800714        1000.0                   32                       350.7139587402344        1000.0003051757812       204                      328.7238464355469        0.006125378888100386     0.00043588082189671695   -1.89237642288208        8.64205265045166         
5800                     4.588924542731709        23760896                 362.922822202876         1000.0                   32                       346.4771423339844        1000.0003051757812       204                      339.5527648925781        -0.016332117840647697    1.5808804164407775e-05   -1.2419277429580688      8.464813232421875        
5850                     4.625260533028179        23965696                 352.9829646509627        1000.0                   32                       332.0976867675781        1000.0003051757812       204                      298.8858337402344        -0.0053717815317213535   8.968700058176182e-06    0.2493409961462021       7.7585015296936035       
5900                     4.6578418854872385       24170496                 354.937037063939         1000.0                   32                       316.8594665527344        1000.0003051757812       204                      274.7528991699219        -0.03297646343708038     1.800592872314155e-05    -2.0991220474243164      8.008935928344727        
5950                     4.695858213040564        24375296                 376.42861851408725       1000.0                   32                       333.43450927734375       1000.0003051757812       204                      371.961669921875         0.0166833084076643       1.1563735824893229e-05   -0.0904490128159523      8.730953216552734        
6000                     4.73518599583043         24580096                 376.2341620192092        1000.0                   32                       346.21240234375          1000.0003051757812       204                      359.0950622558594        -0.014161935076117516    0.0                      0.6152998805046082       8.450713157653809        
6050                     4.775791867706511        24784896                 394.40057199058356       1000.0                   32                       347.7355041503906        1000.0003051757812       204                      358.4251708984375        -0.020483246073126793    0.00021965579071547836   -0.45487698912620544     8.835664749145508        
6100                     4.816819958355691        24989696                 393.4437863096041        1000.0                   32                       362.3066101074219        1000.0003051757812       204                      363.7341003417969        0.015078352764248848     0.00012089396477676928   -0.44634559750556946     8.6796236038208          
6150                     4.854253986610306        25194496                 387.1155370271463        1000.0                   32                       358.8564147949219        1000.0003051757812       204                      332.5466003417969        0.008135726675391197     4.10515240218956e-05     -0.5991095900535583      8.234590530395508        
6200                     4.891349438031514        25399296                 318.1139726715046        1000.0                   32                       348.9595642089844        1000.0003051757812       204                      215.24281311035156       0.029312822967767715     2.6148818506044336e-05   -1.247649908065796       6.5475287437438965       
6250                     4.927894752224287        25604096                 381.87726599468624       1000.0                   32                       319.8664245605469        1000.0003051757812       204                      363.8042297363281        0.001161778112873435     2.11668957490474e-05     1.9904334545135498       8.697809219360352        
6300                     4.962241806056764        25808896                 362.9003372618272        1000.0                   32                       337.3231201171875        1000.0003051757812       204                      421.0680236816406        -0.008631259202957153    1.010017058433732e-05    -0.8046533465385437      9.3948974609375          
6350                     4.997494187752406        26013696                 340.0970748986642        1000.0                   32                       332.4291687011719        1000.0003051757812       204                      304.2698669433594        0.006538154557347298     7.088763231877238e-05    3.252375364303589        7.9589385986328125       
6400                     5.030423358281453        26218496                 404.4035866927734        1000.0                   32                       357.0030517578125        1000.0003051757812       204                      391.0685119628906        -0.054735660552978516    9.810292249312624e-05    1.1560035943984985       8.998821258544922        
6450                     5.06326375272539         26423296                 345.7035742917823        1000.0                   32                       369.6723327636719        1000.0003051757812       204                      251.29693603515625       -0.033672284334897995    4.508499387156917e-06    -0.35189834237098694     7.384828090667725        
6500                     5.097752828333113        26628096                 381.9107971453341        1000.0                   32                       361.9052429199219        1000.0003051757812       204                      335.5240783691406        -0.013195198960602283    0.0                      -1.155271291732788       8.223555564880371        
6550                     5.135155036118295        26832896                 428.81447684578234       1000.0                   32                       359.00390625             1000.0003051757812       204                      345.6177978515625        0.011810164898633957     1.0481317985977512e-05   0.31539982557296753      8.784920692443848        
6600                     5.171482552157508        27037696                 383.9228106114606        1000.0                   32                       381.3173828125           1000.0003051757812       204                      356.63800048828125       0.01065640989691019      2.4057014798017917e-06   0.8711131811141968       8.557453155517578        
6650                     5.205292539132966        27242496                 413.53927816590294       1000.0                   32                       381.8809509277344        1000.0003051757812       204                      435.3153076171875        -0.03088493086397648     4.7580011596437544e-05   2.074953079223633        9.7709379196167          
6700                     5.2433158707618714       27447296                 397.0850568857511        1000.0                   32                       371.3578186035156        1000.0003051757812       204                      384.13092041015625       -0.02684883587062359     2.2813552277511917e-05   2.022874116897583        8.878581047058105        
6750                     5.279907563858562        27652096                 318.1045148137664        1000.0                   32                       308.7560119628906        1000.0003051757812       204                      253.8722686767578        -0.02776402421295643     5.809791673527798e-06    -0.1986963152885437      7.3512468338012695       
